characterId,characterName,characterImdbID,characterLink,actorNconst,actorLink,characterImageFull,characterImageThumb,kingsguard,royal
Musician226,Musician #4,ch0542919,/character/ch0542919,nm8158203,/names/nm8158203,"https://images-na.ssl-images-amazon.com/images/M/MV5BODA5NjA3ODY1NF5BMl5BanBnXkFtZTgwNzA5ODY2MTE@._V1_SY1000_CR0,0,1502,1000_AL_.jpg",https://images-na.ssl-images-amazon.com/images/M/MV5BODA5NjA3ODY1NF5BMl5BanBnXkFtZTgwNzA5ODY2MTE@._V1._SX100_SY140_.jpg,,
Musician227,Musician #5,ch0542919,/character/ch0542919,nm1944894,/names/nm1944894,"https://images-na.ssl-images-amazon.com/images/M/MV5BODA5NjA3ODY1NF5BMl5BanBnXkFtZTgwNzA5ODY2MTE@._V1_SY1000_CR0,0,1502,1000_AL_.jpg",https://images-na.ssl-images-amazon.com/images/M/MV5BODA5NjA3ODY1NF5BMl5BanBnXkFtZTgwNzA5ODY2MTE@._V1._SX100_SY140_.jpg,,
Mycah228,Mycah,ch0305045,/character/ch0305045,nm4430905,/names/nm4430905,https://images-na.ssl-images-amazon.com/images/M/MV5BMmE5NjdjMzktZTYwNy00MzdhLWI2MjktNTUwNjA4OTA4MTAxXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMmE5NjdjMzktZTYwNy00MzdhLWI2MjktNTUwNjA4OTA4MTAxXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,,
Myranda229,Myranda,ch0316926,/character/ch0316926,nm3745225,/names/nm3745225,https://images-na.ssl-images-amazon.com/images/M/MV5BYmJjYTdiNjgtM2JmMC00ZmUxLWE1MzMtZWRiMzcwODZmNDE2XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYmJjYTdiNjgtM2JmMC00ZmUxLWE1MzMtZWRiMzcwODZmNDE2XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,,
Myrcella230,Myrcella Baratheon,ch0238585,/character/ch0238585,,,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTA4OTA1MTIxMzdeQTJeQWpwZ15BbWU3MDY2NjQ4NTc@._V1_SY1000_CR0,0,665,1000_AL_.jpg",https://images-na.ssl-images-amazon.com/images/M/MV5BMTA4OTA1MTIxMzdeQTJeQWpwZ15BbWU3MDY2NjQ4NTc@._V1._SX100_SY140_.jpg,,1
Ned231,Ned Umber,44947/characters/nm913225,/character/44947/characters/nm913225,nm9132255,/names/nm9132255,,,,
Night's232,Night's Watch Deserter,ch0305319,/character/ch0305319,nm3226454,/names/nm3226454,,,,
Night's233,Night's Watch Messenger,ch0305327,/character/ch0305327,nm0642751,/names/nm0642751,,,,
Night's234,Night's Watch Officer,ch0305036,/character/ch0305036,nm4475182,/names/nm4475182,,,,
Night's235,Night's Watch Officer,ch0305036,/character/ch0305036,nm5792452,/names/nm5792452,,,,
Night's236,Night's Watchman,ch0509452,/character/ch0509452,nm2228622,/names/nm2228622,,,,
Night's237,Night's Watchman,ch0509452,/character/ch0509452,nm6706699,/names/nm6706699,,,,
Night's238,Night's Watchman,ch0509452,/character/ch0509452,nm3561455,/names/nm3561455,,,,
Night's239,Night's Watchman #1,ch0509452,/character/ch0509452,nm0371160,/names/nm0371160,,,,
Night's240,Night's Watchman #2,ch0509452,/character/ch0509452,nm6316115,/names/nm6316115,,,,
Night's241,Night's Watchman #2,ch0509452,/character/ch0509452,nm0283642,/names/nm0283642,,,,
Northman242,Northman Rioter,ch0348391,/character/ch0348391,nm5697839,/names/nm5697839,,,,
Nymeria243,Nymeria,,,,,,,,
Nymeria244,Nymeria Sand,ch0468074,/character/ch0468074,nm3725055,/names/nm3725055,https://images-na.ssl-images-amazon.com/images/M/MV5BNDZmN2FkMTEtMmMyYy00ZTcwLWE3MGQtNGU1NzY4MjAxNjQ0XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNDZmN2FkMTEtMmMyYy00ZTcwLWE3MGQtNGU1NzY4MjAxNjQ0XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,,
Obara245,Obara Sand,ch0468001,/character/ch0468001,nm1095720,/names/nm1095720,https://images-na.ssl-images-amazon.com/images/M/MV5BOWU3OTRmYmItZTZiYi00Mjk1LTk2NTItMzBjZmQ3NDZhMDMyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOWU3OTRmYmItZTZiYi00Mjk1LTk2NTItMzBjZmQ3NDZhMDMyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,,
Oberyn246,Oberyn Martell,ch0392307,/character/ch0392307,nm0050959,/names/nm0050959,https://images-na.ssl-images-amazon.com/images/M/MV5BZTJmYjViYjctYTU0My00NTJiLWE2YzUtOWZkNTg4MTZkZmEyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZTJmYjViYjctYTU0My00NTJiLWE2YzUtOWZkNTg4MTZkZmEyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,,
Old247,Old Nan,ch0305018,/character/ch0305018,nm0424191,/names/nm0424191,https://images-na.ssl-images-amazon.com/images/M/MV5BZTEzZmMxMzQtYzA4OC00YjI3LTg3Y2QtNjNhMjE2MDMxZDZlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZTEzZmMxMzQtYzA4OC00YjI3LTg3Y2QtNjNhMjE2MDMxZDZlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,,
Old248,Old Woman Prisoner,ch0327535,/character/ch0327535,nm0610312,/names/nm0610312,,,,
Olenna249,Olenna Tyrell,ch0010188,/character/ch0010188,nm0001671,/names/nm0001671,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxMjgwOTQ3Nl5BMl5BanBnXkFtZTcwMjE2NzE5OQ@@._V1_SY1000_CR0,0,662,1000_AL_.jpg",https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxMjgwOTQ3Nl5BMl5BanBnXkFtZTcwMjE2NzE5OQ@@._V1._SX100_SY140_.jpg,,
Olly250,Olly,ch0508055,/character/ch0508055,nm5282143,/names/nm5282143,https://images-na.ssl-images-amazon.com/images/M/MV5BOWFiYTRlMzMtMmQzZC00Y2UxLTgzMzAtZGEzOTlkMGRiODBkXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOWFiYTRlMzMtMmQzZC00Y2UxLTgzMzAtZGEzOTlkMGRiODBkXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,,
Olyvar251,Olyvar,ch0403194,/character/ch0403194,nm4831584,/names/nm4831584,https://images-na.ssl-images-amazon.com/images/M/MV5BOTZiNDAwYzQtMGJkZi00OGM4LTg2OTgtNzFjZTM1ZGExMzNiXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOTZiNDAwYzQtMGJkZi00OGM4LTg2OTgtNzFjZTM1ZGExMzNiXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,,
Orell252,Orell,ch0316922,/character/ch0316922,nm0188871,/names/nm0188871,https://images-na.ssl-images-amazon.com/images/M/MV5BOTQ1NDAzODQtNzAzMy00MDRhLTkwMWItZTNmMWJmN2I5MTlmXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOTQ1NDAzODQtNzAzMy00MDRhLTkwMWItZTNmMWJmN2I5MTlmXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,,
Ornela253,Ornela,ch0540537,/character/ch0540537,nm4789912,/names/nm4789912,https://images-na.ssl-images-amazon.com/images/M/MV5BODdmZDIwMTEtYWI1OS00YTVmLWIzZGUtOWI4YTk3MWU3NTNhXkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BODdmZDIwMTEtYWI1OS00YTVmLWIzZGUtOWI4YTk3MWU3NTNhXkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1._SX100_SY140_.jpg,,
Osha254,Osha,ch0295802,/character/ch0295802,nm1164730,/names/nm1164730,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4NjY0ODY2OV5BMl5BanBnXkFtZTcwMzU5ODg4OQ@@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4NjY0ODY2OV5BMl5BanBnXkFtZTcwMzU5ODg4OQ@@._V1._SX100_SY140_.jpg,,
Othell255,Othell Yarwyck,ch0305003,/character/ch0305003,nm1987270,/names/nm1987270,https://images-na.ssl-images-amazon.com/images/M/MV5BNDgzYzhkZWYtYTA3OS00ZTk5LTgwYTUtNThiMDFmNjBmZmIxXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNDgzYzhkZWYtYTA3OS00ZTk5LTgwYTUtNThiMDFmNjBmZmIxXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,,
Othor256,Othor,,,,,,,,
Pentoshi257,Pentoshi Servant,ch0305042,/character/ch0305042,nm4422639,/names/nm4422639,,,,
Petyr258,Petyr Baelish,ch0245982,/character/ch0245982,nm0318821,/names/nm0318821,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1MjE3OTc3M15BMl5BanBnXkFtZTcwODgzODg4OQ@@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1MjE3OTc3M15BMl5BanBnXkFtZTcwODgzODg4OQ@@._V1._SX100_SY140_.jpg,,
Podrick259,Podrick Payne,ch0306046,/character/ch0306046,nm4535552,/names/nm4535552,https://images-na.ssl-images-amazon.com/images/M/MV5BNTU5NjczOTQyNl5BMl5BanBnXkFtZTcwMzMwNTk4OQ@@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNTU5NjczOTQyNl5BMl5BanBnXkFtZTcwMzMwNTk4OQ@@._V1._SX100_SY140_.jpg,1,
Polliver260,Polliver,ch0305023,/character/ch0305023,nm3464945,/names/nm3464945,https://images-na.ssl-images-amazon.com/images/M/MV5BY2EwODU4ZGMtZGVkZi00ZjE4LTlhZTItNzNjNGZiM2UxZTc1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BY2EwODU4ZGMtZGVkZi00ZjE4LTlhZTItNzNjNGZiM2UxZTc1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,,
Prendahl261,Prendahl na Ghezn,ch0339504,/character/ch0339504,nm0863130,/names/nm0863130,"https://images-na.ssl-images-amazon.com/images/M/MV5BYzkyZDYyNGYtNDEyNC00NTQ2LWI4N2MtNmM0YzcwOTc1ODRlXkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1_SX1777_CR0,0,1777,999_AL_.jpg",https://images-na.ssl-images-amazon.com/images/M/MV5BYzkyZDYyNGYtNDEyNC00NTQ2LWI4N2MtNmM0YzcwOTc1ODRlXkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1._SX100_SY140_.jpg,,
Pyat262,Pyat Pree,ch0303952,/character/ch0303952,nm0360171,/names/nm0360171,https://images-na.ssl-images-amazon.com/images/M/MV5BYmMzZmVkMTItNmY3Yy00MDU2LThmNTctOWJmYTNhMThhNTRlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYmMzZmVkMTItNmY3Yy00MDU2LThmNTctOWJmYTNhMThhNTRlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,,
Pypar263,Pypar,ch0273477,/character/ch0273477,nm1086981,/names/nm1086981,https://images-na.ssl-images-amazon.com/images/M/MV5BNTFiNTIxY2MtY2ExOC00NjM1LTg0MGEtYzUzYzA0YzIyY2VjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNTFiNTIxY2MtY2ExOC00NjM1LTg0MGEtYzUzYzA0YzIyY2VjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,,
Qhono264,Qhono,ch0540066,/character/ch0540066,nm7047874,/names/nm7047874,https://images-na.ssl-images-amazon.com/images/M/MV5BMGMwYjgwMGQtOGRlNC00NDg0LTliM2ItN2I1NzIxZmQ5YTU1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMGMwYjgwMGQtOGRlNC00NDg0LTliM2ItN2I1NzIxZmQ5YTU1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,,
Qhorin265,Qhorin Halfhand,ch0303951,/character/ch0303951,nm1409802,/names/nm1409802,https://images-na.ssl-images-amazon.com/images/M/MV5BODM1MzJmZmUtZWI2MS00YjliLWJhNTItZmMzNmQ1YzA0ZjlmXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BODM1MzJmZmUtZWI2MS00YjliLWJhNTItZmMzNmQ1YzA0ZjlmXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,,
Qotho266,Qotho,ch0246162,/character/ch0246162,nm1502469,/names/nm1502469,https://images-na.ssl-images-amazon.com/images/M/MV5BOWFjY2Y4NTgtZjQ5OS00YjM0LWI3OTItMWYyM2QzYjQyODk1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BOWFjY2Y4NTgtZjQ5OS00YjM0LWI3OTItMWYyM2QzYjQyODk1XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,,
Quaithe267,Quaithe,ch0305022,/character/ch0305022,nm3671418,/names/nm3671418,https://images-na.ssl-images-amazon.com/images/M/MV5BMWU1YzE1MmUtMDk3ZS00ZTQxLTg5ZjEtYzgxZDk5MzFkOWUyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMWU1YzE1MmUtMDk3ZS00ZTQxLTg5ZjEtYzgxZDk5MzFkOWUyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,,
Qyburn268,Qyburn,ch0316929,/character/ch0316929,nm0504320,/names/nm0504320,https://images-na.ssl-images-amazon.com/images/M/MV5BZGEzNDY2YjktMDM1ZS00MTI1LWEyYmMtNTdiMzczNmY4ZWEzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZGEzNDY2YjktMDM1ZS00MTI1LWEyYmMtNTdiMzczNmY4ZWEzXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,,
Rakharo269,Rakharo,ch0251495,/character/ch0251495,nm1175468,/names/nm1175468,https://images-na.ssl-images-amazon.com/images/M/MV5BNzU2OWU5YzQtMTM1YS00ZDBjLWJlOTUtODg5ZTJlNjU5MTIyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNzU2OWU5YzQtMTM1YS00ZDBjLWJlOTUtODg5ZTJlNjU5MTIyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,,
Ramsay270,Ramsay Snow,ch0321004,/character/ch0321004,nm3701064,/names/nm3701064,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzM5Nzk3NTU5N15BMl5BanBnXkFtZTgwNzczMjk5NTE@._V1_SY1000_CR0,0,665,1000_AL_.jpg",https://images-na.ssl-images-amazon.com/images/M/MV5BMzM5Nzk3NTU5N15BMl5BanBnXkFtZTgwNzczMjk5NTE@._V1._SX100_SY140_.jpg,,
Randyll271,Randyll Tarly,ch0524408,/character/ch0524408,nm0269077,/names/nm0269077,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjIwMTY0NTc4N15BMl5BanBnXkFtZTgwNTMyNzYwOTE@._V1_SY1000_CR0,0,1502,1000_AL_.jpg",https://images-na.ssl-images-amazon.com/images/M/MV5BMjIwMTY0NTc4N15BMl5BanBnXkFtZTgwNTMyNzYwOTE@._V1._SX100_SY140_.jpg,,
Rast272,Rast,ch0251498,/character/ch0251498,nm4430828,/names/nm4430828,https://images-na.ssl-images-amazon.com/images/M/MV5BYzI5NjQ3ZTctODgyYi00ZTZhLTk2M2EtM2E3MzYxNDBkMWU5XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYzI5NjQ3ZTctODgyYi00ZTZhLTk2M2EtM2E3MzYxNDBkMWU5XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,,
Rattleshirt273,Rattleshirt,ch0305888,/character/ch0305888,,,https://images-na.ssl-images-amazon.com/images/M/MV5BYzk1ZDA3YjktMWZhMi00MTA4LTk0YjItY2ZmMDRlZDY3MmM2XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BYzk1ZDA3YjktMWZhMi00MTA4LTk0YjItY2ZmMDRlZDY3MmM2XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,,
Razdal274,Razdal mo Eraz,ch0413591,/character/ch0413591,nm1745190,/names/nm1745190,https://images-na.ssl-images-amazon.com/images/M/MV5BODdjNzdkYWQtZmE1OS00YzcxLTljMTctNWZmMDI3OTAzZmZiXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BODdjNzdkYWQtZmE1OS00YzcxLTljMTctNWZmMDI3OTAzZmZiXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,,
Red275,Red Keep Stableboy,ch0379229,/character/ch0379229,nm4164318,/names/nm4164318,https://images-na.ssl-images-amazon.com/images/M/MV5BZjA0NGQzMmQtZTdlMi00Y2Q5LWE1N2ItNGNhODdmZDAxZTg3XkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZjA0NGQzMmQtZTdlMi00Y2Q5LWE1N2ItNGNhODdmZDAxZTg3XkEyXkFqcGdeQXVyMjg2MTMyNTM@._V1._SX100_SY140_.jpg,,
Red276,Red Priestess,ch0540866,/character/ch0540866,nm4927489,/names/nm4927489,,,,
Red277,Red Priestess,ch0540866,/character/ch0540866,nm3822462,/names/nm3822462,"https://images-na.ssl-images-amazon.com/images/M/MV5BNTM5MjlkYjItM2YzOC00NGQwLTllZDktYmY3YmMxYjNjMzVjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_SY1000_CR0,0,1502,1000_AL_.jpg",https://images-na.ssl-images-amazon.com/images/M/MV5BNTM5MjlkYjItM2YzOC00NGQwLTllZDktYmY3YmMxYjNjMzVjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,,
Renly278,Renly Baratheon,ch0246253,/character/ch0246253,nm2167445,/names/nm2167445,"https://images-na.ssl-images-amazon.com/images/M/MV5BNjA4OTE5MzcyOF5BMl5BanBnXkFtZTcwNDA1ODg5NA@@._V1_SX1500_CR0,0,1500,999_AL_.jpg",https://images-na.ssl-images-amazon.com/images/M/MV5BNjA4OTE5MzcyOF5BMl5BanBnXkFtZTcwNDA1ODg5NA@@._V1._SX100_SY140_.jpg,,
Rhaegal279,Rhaegal,,,,,,,,
Rhaegar280,Rhaegar Targaryen,,,,,,,,1
Rhaego281,Rhaego,,,,,,,,
Rhaella282,Rhaella Targaryen,,,,,,,,1
Rhaenys283,Rhaenys Targaryen,,,,,,,,1
Rickard284,Rickard Karstark,ch0305331,/character/ch0305331,,,https://images-na.ssl-images-amazon.com/images/M/MV5BM2IwZThkNjQtYzU2NS00ZTRiLWFjNDUtNTdmMGQ2ZmE5M2NmXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BM2IwZThkNjQtYzU2NS00ZTRiLWFjNDUtNTdmMGQ2ZmE5M2NmXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,,
Rickard285,Rickard Stark,,,,,,,,
Rickon286,Rickon Stark,ch0233141,/character/ch0233141,nm3280686,/names/nm3280686,https://images-na.ssl-images-amazon.com/images/M/MV5BMWZiOGNjMDAtOTRlNi00MDJmLWEyMTMtOGEwZTM5ODJlNDAyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMWZiOGNjMDAtOTRlNi00MDJmLWEyMTMtOGEwZTM5ODJlNDAyXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,,
Robb287,Robb Stark,ch0158596,/character/ch0158596,nm0534635,/names/nm0534635,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI2NDE1NzczNF5BMl5BanBnXkFtZTcwNjcwODg4OQ@@._V1_SY1000_CR0,0,845,1000_AL_.jpg",https://images-na.ssl-images-amazon.com/images/M/MV5BMjI2NDE1NzczNF5BMl5BanBnXkFtZTcwNjcwODg4OQ@@._V1._SX100_SY140_.jpg,,1
Robert288,Robert Baratheon,ch0155776,/character/ch0155776,nm0004692,/names/nm0004692,https://images-na.ssl-images-amazon.com/images/M/MV5BMzQwMDcwNzY5MF5BMl5BanBnXkFtZTcwMzIyMTE5OQ@@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMzQwMDcwNzY5MF5BMl5BanBnXkFtZTcwMzIyMTE5OQ@@._V1._SX100_SY140_.jpg,,1
Robett289,Robett Glover,ch0541747,/character/ch0541747,nm0570570,/names/nm0570570,https://images-na.ssl-images-amazon.com/images/M/MV5BMDYwNzhkZjctMzdlOS00MTAxLWE3ODktOTc2ODczMmJmNjkwXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMDYwNzhkZjctMzdlOS00MTAxLWE3ODktOTc2ODczMmJmNjkwXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,,
Robin290,Robin Arryn,ch0300949,/character/ch0300949,nm2996220,/names/nm2996220,https://images-na.ssl-images-amazon.com/images/M/MV5BNjBlNzE3YjEtMTcwYS00OTQxLTk1NjEtNGMwNzJhNWI2OGJjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNjBlNzE3YjEtMTcwYS00OTQxLTk1NjEtNGMwNzJhNWI2OGJjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,,
Rodrik291,Rodrik Cassel,ch0171391,/character/ch0171391,nm0231871,/names/nm0231871,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4NDk5MjAwMF5BMl5BanBnXkFtZTcwNTk1NDk4OQ@@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4NDk5MjAwMF5BMl5BanBnXkFtZTcwNTk1NDk4OQ@@._V1._SX100_SY140_.jpg,,
Roose292,Roose Bolton,ch0305006,/character/ch0305006,nm0568385,/names/nm0568385,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyMjE3MTExN15BMl5BanBnXkFtZTcwMTI3NDk4OQ@@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyMjE3MTExN15BMl5BanBnXkFtZTcwMTI3NDk4OQ@@._V1._SX100_SY140_.jpg,,
Rorge293,Rorge,ch0305019,/character/ch0305019,nm0065874,/names/nm0065874,https://images-na.ssl-images-amazon.com/images/M/MV5BZjE4Mjc3MTktMDYyOC00ZDVlLWJlNjMtYzFiMDFlYzg3MjJjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZjE4Mjc3MTktMDYyOC00ZDVlLWJlNjMtYzFiMDFlYzg3MjJjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,,
Ros294,Ros,ch0010187,/character/ch0010187,nm2657974,/names/nm2657974,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NzA4OTQ5Ml5BMl5BanBnXkFtZTcwMDY5ODg4OQ@@._V1_SY1000_CR0,0,811,1000_AL_.jpg",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NzA4OTQ5Ml5BMl5BanBnXkFtZTcwMDY5ODg4OQ@@._V1._SX100_SY140_.jpg,,
Roslin295,Roslin Frey,ch0391563,/character/ch0391563,nm5093301,/names/nm5093301,https://images-na.ssl-images-amazon.com/images/M/MV5BNzhhZGIxYjctMjBkNC00YTJhLTlmMDAtOWUyYjlhNWE3Yzg3XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BNzhhZGIxYjctMjBkNC00YTJhLTlmMDAtOWUyYjlhNWE3Yzg3XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,,
Royal296,Royal Steward,ch0305048,/character/ch0305048,nm1414435,/names/nm1414435,,,,
Ryger297,Ryger Rivers,ch0014591,/character/ch0014591,nm0565472,/names/nm0565472,,,,
Salladhor298,Salladhor Saan,ch0381104,/character/ch0381104,nm1748634,/names/nm1748634,https://images-na.ssl-images-amazon.com/images/M/MV5BMzIyNzg3MDktM2M3OS00YzUzLTk2ZjktMGMxY2Y5Y2IyMGVhXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMzIyNzg3MDktM2M3OS00YzUzLTk2ZjktMGMxY2Y5Y2IyMGVhXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1._SX100_SY140_.jpg,,
Samwell299,Samwell Tarly,ch0244961,/character/ch0244961,nm4263213,/names/nm4263213,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyODYyOTczMF5BMl5BanBnXkFtZTcwNjY0ODg4OQ@@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyODYyOTczMF5BMl5BanBnXkFtZTcwNjY0ODg4OQ@@._V1._SX100_SY140_.jpg,,
Sandor300,Sandor Clegane,ch0162882,/character/ch0162882,nm0564920,/names/nm0564920,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMjEwNDQ1MF5BMl5BanBnXkFtZTcwMzAxODg4OQ@@._V1_.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMjEwNDQ1MF5BMl5BanBnXkFtZTcwMzAxODg4OQ@@._V1._SX100_SY140_.jpg,,
